id;name;release;memory;gpuclock;memoryclock;price
2982;GeForce GTX 4920;4505;9981;2552;4679;5584
2983;GeForce GTX 4921;4506;6072;2368;2136;19518
2984;GeForce GTX 4922;4507;7519;2123;1080;13718
2985;GeForce GTX 4923;4508;2431;2265;868;3292
2986;GeForce GTX 4924;4509;2618;1077;4745;1974
2987;GeForce GTX 4925;4510;8308;1347;1174;934
2988;GeForce GTX 4926;4511;8130;1960;3211;2356
2989;GeForce GTX 4927;4512;9532;479;4723;1311
2990;GeForce GTX 4928;4513;1665;1498;3919;12545
2991;GeForce GTX 4929;4514;6663;1373;2549;9372
2992;GeForce GTX 4930;4515;8545;2837;1860;12680
2993;GeForce GTX 4931;4516;3842;359;326;14183
2994;GeForce GTX 4932;4517;5794;1905;3630;11945
2995;GeForce GTX 4933;4518;3084;1749;4148;13899
2996;GeForce GTX 4934;4519;5587;2940;3355;16069
2997;GeForce GTX 4935;4520;6088;1490;760;18229
2998;GeForce GTX 4936;4521;8182;1520;4198;12374
2999;GeForce GTX 4937;4522;5363;2798;1530;7127
3000;GeForce GTX 4938;4523;8981;2284;3750;3916
3001;GeForce GTX 4939;4524;2781;1275;1246;5655
3002;GeForce GTX 4940;4525;1002;2293;995;18912
3003;GeForce GTX 4941;4526;869;1241;704;6071
3004;GeForce GTX 4942;4527;8591;1981;3745;13711
3005;GeForce GTX 4943;4528;6987;2954;2420;11850
3006;GeForce GTX 4944;4529;8720;180;4630;3957
3007;GeForce GTX 4945;4530;6117;2023;3786;4796
3008;GeForce GTX 4946;4531;7105;1908;2987;9369
3009;GeForce GTX 4947;4532;3080;1505;372;6020
3010;GeForce GTX 4948;4533;2796;182;1526;9277
3011;GeForce GTX 4949;4534;3767;711;2181;1927
3012;GeForce GTX 4950;4535;4300;1797;1163;17341
3013;GeForce GTX 4951;4536;2257;300;4188;5021
3014;GeForce GTX 4952;4537;2267;791;2669;16246
3015;GeForce GTX 4953;4538;9185;1674;2237;17301
3016;GeForce GTX 4954;4539;539;985;627;14669
3017;GeForce GTX 4955;4540;2858;2849;1009;9109
3018;GeForce GTX 4956;4541;8312;2243;647;3079
3019;GeForce GTX 4957;4542;2165;830;1821;9132
3020;GeForce GTX 4958;4543;7785;1623;2692;17495
3021;GeForce GTX 4959;4544;5296;305;767;16406
3022;GeForce GTX 4960;4545;2537;534;371;9630
3023;GeForce GTX 4961;4546;3627;2182;4034;14930
3024;GeForce GTX 4962;4547;7377;308;1895;16584
3025;GeForce GTX 4963;4548;7871;1122;1138;17801
3026;GeForce GTX 4964;4549;4770;2653;921;18825
3027;GeForce GTX 4965;4550;5874;2234;1574;10408
3028;GeForce GTX 4966;4551;7522;2169;4177;17320
3029;GeForce GTX 4967;4552;1256;869;4437;15706
3030;GeForce GTX 4968;4553;9322;508;1219;13552
3031;GeForce GTX 4969;4554;3248;2967;4554;8093
3032;GeForce GTX 4970;4555;2283;321;2380;6511
3033;GeForce GTX 4971;4556;3165;115;3228;5103
3034;GeForce GTX 4972;4557;2885;1180;815;2599
3035;GeForce GTX 4973;4558;9622;2937;1267;7130
3036;GeForce GTX 4974;4559;4788;1474;4893;13423
3037;GeForce GTX 4975;4560;8270;2458;2470;5819
3038;GeForce GTX 4976;4561;7414;133;436;16199
3039;GeForce GTX 4977;4562;6042;1655;2152;13913
3040;GeForce GTX 4978;4563;8948;2938;1725;10513
3041;GeForce GTX 4979;4564;8798;554;1560;8804
3042;GeForce GTX 4980;4565;3743;2840;562;1370
3043;GeForce GTX 4981;4566;6487;2059;3463;7774
3044;GeForce GTX 4982;4567;8118;1144;1811;13646
3045;GeForce GTX 4983;4568;9536;1646;2961;1796
3046;GeForce GTX 4984;4569;7628;1641;2598;1308
3047;GeForce GTX 4985;4570;8603;2858;552;18264
3048;GeForce GTX 4986;4571;1860;905;1102;2526
3049;GeForce GTX 4987;4572;1841;2726;1155;11726
